PostCodes,pc1_norm
ES28 - GBPA,0.8971354702558617
NO93 - NL44,0.8964627016806823
IT04 - GBWF,0.8963547507711831
EE76 - BE21,0.8962487080245558
DK95 - ES08,0.8958701473186512
NO91 - DK98,0.8958366420658895
IT10 - RO10,0.8955650494771465
GR37 - FR46,0.8954547951324727
IT12 - LV21,0.8953457991630088
NO93 - PL78,0.8949474982343113
DK80 - ES20,0.8946465038342042
FR38 - GR19,0.8941905334333399
ES45 - BE24,0.8941725021178272
DE25 - BG88,0.8939380512840409
IT17 - SE11,0.8938905787078569
CH12 - EE11,0.8937026874912712
NL45 - RO71,0.8936506796600293
NO96 - NO61,0.8935928872386205
GR - FR,0.8932852714070176
IT38 - FI01,0.8932443734769764
DK70 - NO95,0.8930633459927844
HR47 - SE13,0.8929978735025308
IT00 - SE50,0.8921969333054839
BE89 - EE10,0.8921514973069731
NL31 - RO07,0.8920440363657485
ES46 - PL98,0.8918554469811077
BE76 - EE10,0.8918100363409841
IT30 - GBYO,0.8915701563235725
EE68 - FR01,0.8912561143734594
GBDN - LV10,0.8912547415513836
FR76 - FI01,0.8912054797680159
DK06 - NO08,0.890979565740682
FR69 - DE31,0.8906399708761505
BE22 - LV10,0.8906044239831477
NO80 - DK58,0.890407726827344
NO20 - GBKY,0.8899895937202591
FR13 - LV10,0.8895360451977431
FR89 - NO06,0.8894476073431437
NO93 - DK63,0.8892141507751804
ES83 - SE26,0.8891354417608343
FR77 - LT90,0.8890294400947399
DK71 - NO93,0.8888126804377999
FR84 - NO06,0.8886973294405589
PL43 - ES45,0.8884116307751471
IT48 - FI01,0.8881304150658086
IT45 - LV10,0.8877990827672708
GBS4 - LV21,0.8874336305270121
EE11 - ROVV,0.8872433981281445
BE - FI,0.8870310362781887
IT71 - GBPE,0.886989608281436
IT15 - SE44,0.8869644445174893
GR37 - FR26,0.8868507008309906
NO41 - IT20,0.8867510995586176
IEWP - IT36,0.8867445627227876
DE56 - EE10,0.8865943137107801
IT36 - GBCH,0.8863050225702986
DK55 - ES33,0.8862355962007029
GBWF - LV10,0.8861440217751482
DK69 - NO80,0.8860860913066573
NO87 - NL38,0.8860093773790135
ES31 - SE25,0.8849408172580168
GR10 - DE64,0.8845929022256327
BE89 - BG21,0.8845543362944801
DE76 - IEH9,0.8844941133173513
NO82 - PL76,0.8844627437631409
IT80 - GBGL,0.8844613881023248
GBDN - LVLV,0.8844377912450632
ES28 - GBGB,0.8841919717215238
LVLV - FR26,0.8839665999123508
CH43 - FI33,0.8837848672578394
IT22 - LV21,0.8836153092177523
NO88 - NL38,0.8835999524033568
IT21 - EE20,0.8833138950013786
ES50 - SE26,0.8830360073378718
IT20 - BG13,0.8829814837738841
PT27 - LU53,0.8829086975540803
FR27 - SK93,0.8827975353574342
DK87 - FR31,0.8824261618910967
NO72 - GBUB,0.882187471644748
FR51 - LV21,0.8820507201487822
FI95 - DK70,0.8820243877924141
BE14 - EE75,0.8818391395242869
SE50 - IT16,0.8818086420694777
FR27 - EE75,0.8815752480408516
BE20 - ES11,0.8814956278485067
IT10 - LV10,0.8811755248915316
LT13 - ROaa,0.8811434301964879
IT62 - GBB4,0.8809475014410442
NO83 - LT54,0.8809286749400236
AT63 - ES45,0.8807206995571073
DK98 - NO90,0.8801867284584302
NO41 - FR50,0.8801233743910652
PT26 - CH46,0.8801006258872768
IT16 - SE11,0.8800099588993076
FR34 - GBEN,0.8799704888619262
NL26 - RO07,0.879767627222598
IT15 - LT54,0.8797054280175379
DK55 - NO80,0.8795172596048202
IT35 - NO21,0.8794649889585933
GR21 - PL96,0.8794108894555154
BE28 - EE75,0.879365971652859
SE26 - RO00,0.8791808191668637
NO20 - IT36,0.8790560523546204
NO79 - PL76,0.8790126575996857
FR56 - RO45,0.8789291236965071
BE31 - FI22,0.8789267771402984
NONO - IT12,0.8788140076184597
IT25 - LV57,0.8787096390768554
NL60 - BG13,0.8782412414770775
FR77 - FI33,0.8782305296030226
IT41 - FI01,0.8782128321516046
IT37 - NO14,0.8775354033064214
LU53 - FI20,0.8769074315500239
SE98 - DK42,0.8768957395133534
NO96 - NO60,0.8767943751768512
IE75 - PL92,0.8767898309462154
LVLV - IT01,0.876573106412716
NO87 - NL83,0.8765463469486607
GR58 - CH43,0.8763915239426731
IT47 - LV57,0.8763718465792445
FR44 - NO06,0.8763337542392682
IT03 - GBWF,0.8761151597669757
LV10 - FR27,0.8758532823158891
IT - LV,0.8757186357983671
FR62 - EE10,0.8754684548494513
SE98 - DK66,0.8754468210951639
IT41 - LV10,0.8753895246192894
NL31 - LT95,0.8753401667728348
DE48 - DE48,0.8747757882598286
LU - SE,0.874757515089848
BE90 - EE10,0.8746047215314179
NL60 - RO60,0.8745908049873774
DK83 - NO85,0.8745425839524552
ES - PL,0.8745096113429263
FI01 - IT39,0.8744983825544481
BE77 - EE10,0.8744385369745308
SK92 - GBLS,0.87422639258143
IT86 - ES28,0.8740317057429594
NO46 - NO91,0.8739673719454969
NL60 - BG88,0.8735188332594362
GR57 - PL97,0.8734033938663435
DK62 - NO85,0.8732563825162681
IT35 - EE74,0.872828482042767
HU - GB,0.8725524532784573
IT38 - FI04,0.8725442477674012
NO90 - NO16,0.8722991319337825
LV56 - NO08,0.8722268169507392
LV31 - RO07,0.872204957779823
BE85 - FI01,0.8721438816382844
ES - SE,0.8721256656360945
NL91 - ES18,0.8720430763400028
LV41 - GBMK,0.872033955668063
BG26 - LT19,0.8718287182075952
DE48 - NL75,0.8718216335854305
NO05 - ES31,0.8717706729487447
NO64 - IT20,0.8717324748933997
NL58 - ES20,0.8714553294075463
FR - LT,0.8713329722167815
BE85 - EE10,0.8711047124329752
FR - EE,0.8710710142495237
NO46 - NO83,0.8710341251299369
IT36 - LV57,0.8709754711246933
NL60 - BG63,0.8708974702623311
PL - GR,0.8708731433923278
IT24 - SE77,0.8708721543963156
GBCB - LV10,0.8707239734279113
DK71 - NO90,0.8706308434288884
BE73 - FI49,0.8703584567510747
FR77 - NO13,0.8699824160544047
FR76 - HU20,0.869962466651724
LV52 - IT17,0.8698828423473808
BE22 - EE10,0.8698721859571579
GR40 - FR46,0.869834764819512
IT10 - GR19,0.8698086836373276
IT39 - FI04,0.8694838291385126
NO69 - GBTW,0.8694001355810822
ES83 - DK63,0.8692629596030459
LT79 - IT18,0.8691035972683598
SE95 - DK27,0.8690795062842316
DE84 - NO20,0.8690375523422769
EE71 - FR69,0.8688831615327284
NO - ES,0.868809212306973
BE77 - RO07,0.8687660641416136
ES50 - SE25,0.8687569658011544
IT47 - SE78,0.8687565283596621
NO60 - GBDN,0.8685443703672935
DK37 - NO99,0.8685423527972358
DK52 - NO80,0.8682850465530889
NL60 - BG42,0.8680765286108122
NO84 - PL78,0.8680371815807777
DK77 - ES28,0.867703112783321
IT12 - RO07,0.8675795600703056
BG12 - LV21,0.8674428376662268
ES31 - DK71,0.8673436694580654
NO53 - GBTW,0.867298093661801
DE31 - ES19,0.8669267019338742
NO06 - ES31,0.8669069359000021
BE17 - RO07,0.8669008805773264
BE96 - LVLV,0.8667606041952642
NO72 - FR76,0.8666395907387884
LU53 - NO20,0.8665949819747472
LV21 - GBPE,0.866459029043827
GR40 - FR19,0.8662255995200596
IT42 - LV57,0.8659431529612787
SE21 - CH11,0.8657986171027896
IT80 - DE21,0.8654560970074845
IT36 - NO02,0.8654264859387226
DE29 - PT20,0.8653947884812266
NL29 - RO07,0.8653939456871464
LVLV - FR23,0.8649827543652548
DE86 - GR54,0.864840039466764
BE31 - RO23,0.8646861377364196
NO70 - DE84,0.8646817057476832
NL17 - EE48,0.8644230113727109
NL60 - EE11,0.8641813759491338
DE52 - GR57,0.8639478695328744
LV21 - DE66,0.863904050990085
ES22 - PL05,0.8635938010458148
ES08 - SE26,0.8630137794939757
IT39 - NO32,0.8629206962893783
GBNG - LV10,0.8627509189379373
DE28 - BG86,0.8627132091457287
BE87 - RO13,0.8626324646726822
IEK6 - IT25,0.8626190709782156
NO20 - IT46,0.8626124473321353
IT15 - LV44,0.8622742892601176
ES25 - SE25,0.8622519333871377
BE20 - EE13,0.8622076348918953
NO46 - NO08,0.862205222502064
ES22 - SE26,0.8621915227952075
ES17 - SE26,0.8621100852209359
DE24 - RO07,0.8619644881058927
NO87 - NL11,0.861769841767537
NL47 - FI01,0.8613885301844264
ES04 - NL29,0.8611080291886783
LV42 - RO08,0.8610519577875456
IT39 - GBTF,0.8610052697667405
BE35 - ES45,0.8608476805893138
BE85 - RO23,0.8608329962812606
IT35 - EE10,0.8608167189626562
SK36 - GBGL,0.8605331120385847
DK58 - ES28,0.860458206074308
CH43 - NO14,0.8604420805831889
LU34 - LVLV,0.8604168735136786
NL11 - FI49,0.8603950663615821
LULU - EE41,0.8603196169784929
IT21 - GR14,0.8599108241356775
BE89 - IT70,0.8595013621485058
NO91 - LT60,0.8594494358058058
DE77 - GBDE,0.8593563272927952
NL37 - FI00,0.8592632011153569
ES50 - SEq,0.8591984271724942
NL31 - FI01,0.8590889973653173
DK46 - NO90,0.8590382891800336
EE71 - IT17,0.8589740497262193
ES28 - NL66,0.8589028254314338
ES17 - SEq,0.8588059770507562
GB - IT,0.8587741589358779
ES26 - SK90,0.8587092765133515
IT06 - SE64,0.8585601923129196
NL60 - BG73,0.8584612767021136
DE47 - EE11,0.8583984157146871
LT68 - RO07,0.8583503885656065
SK96 - SE12,0.8582826222599603
DE32 - GR57,0.8582329203933879
DK21 - NO84,0.8581746409701754
DK26 - DE79,0.858142541895871
BE99 - SE86,0.8581148696813121
NO88 - PL76,0.8581105178196555
SE46 - NO90,0.858067623002771
EE13 - BE16,0.8579042419575023
BE - EE,0.8578548195607985
ES46 - DK63,0.8575364334497809
NO20 - FR29,0.8575002730367404
SI60 - NO10,0.857468282930927
FR18 - IT89,0.8573857144435575
EE74 - NL10,0.8572901071573477
SE30 - NO99,0.8572241833884544
PL05 - GR19,0.8572120653715674
DE73 - ES45,0.8571286969521192
SE93 - DK67,0.8571218693046543
BE88 - EE10,0.8570681771768177
LV21 - FR62,0.8568553602621971
PT26 - LU53,0.85669586702117
FR89 - NO20,0.8566606214468631
LVLV - IT51,0.8565605891608942
LVLV - IT17,0.8565206511643111
NO79 - DE17,0.8564084525294204
GR54 - DE35,0.856043749308609
SE64 - GBGL,0.8559470108425593
BE42 - FI21,0.8558767755573704
NL31 - BG21,0.8556195104473548
ES08 - GBDE,0.8555960825834614
BE17 - BG23,0.8554818901819267
NO72 - GBTW,0.8553114379119494
LV21 - FR19,0.8552320044641113
FR51 - LV10,0.855217917323382
FI49 - NL11,0.8550924867358757
EE76 - BE18,0.8550319651783365
LV41 - IT45,0.8546479701073542
DE - IE,0.8545346976496715
DK67 - NO80,0.8544642717226902
LU53 - RO07,0.8544090590869473
IT46 - BG53,0.8542086075889423
BE31 - FI01,0.8541781250665514
PL62 - BG93,0.8540131155407544
IT30 - NO14,0.8538046095465324
NO59 - GBTW,0.8536968657983391
PL62 - ES45,0.8536824220403382
NO60 - BE88,0.8536441934198893
NO20 - IT24,0.853601324499799
ES31 - DK26,0.8533563755084298
EE76 - NL59,0.8533286001920173
EE87 - BE84,0.853113779254834
LT42 - IT51,0.8528030996925677
IT12 - GBCV,0.8527886511110809
NO88 - DE24,0.8527788764198333
LV21 - FR14,0.8527378596938826
LV46 - IT12,0.8527216327287854
PL47 - GR19,0.8524851859801286
NL37 - FI01,0.8524211982227797
DE37 - ES36,0.8523976463590537
IT20 - SE42,0.8523964989948309
NO95 - NO34,0.8523832831500942
EE51 - IT12,0.852321934913
EE76 - NL50,0.8523045345627271
SE69 - ES08,0.8520358719125679
IT20 - LV57,0.8519649519483664
FR71 - NO06,0.8516015088330651
EE68 - IT12,0.8515938492042645
EE80 - FR60,0.85153598421056
LT62 - ES17,0.8514334842294174
NL13 - NO32,0.8514189047195038
IT03 - BE22,0.8512501139800923
DE41 - FI14,0.8511234897092221
LV04 - DK82,0.8510897995177671
NL31 - RO1,0.8510833728324272
LVLV - IT00,0.8510622897569083
FR95 - IT30,0.8509926418984028
LV - RO,0.8509806574774536
FR76 - LT22,0.8509195565209726
FR31 - AT11,0.8508680689608787
AT67 - ES45,0.8507323442021912
NO08 - DK77,0.8506553916113646
IT86 - BE28,0.8506375999863005
IT28 - GBCW,0.8506190300167376
DE27 - ES41,0.8504324748171084
BE99 - EE75,0.850047758180112
NO64 - PL17,0.8499277864735271
DE48 - ES46,0.8498936665225226
DE87 - GR48,0.8498138965939747
NO14 - NO95,0.8497982233434471
AT - ES,0.8497907306353885
BE85 - EE45,0.8496589563283903
LVLV - IT12,0.8494658144339555
IT14 - LV30,0.8494089459077736
IE6F - LU53,0.8493853658001556
EE74 - BE21,0.8492125657703213
NL83 - NO77,0.8492074958970997
DE56 - EE75,0.8491874722199306
EE11 - NL26,0.8489675887188035
FI - NL,0.8486964991220293
NO91 - DK68,0.8486330794254722
NO67 - LT42,0.8484920848550589
IT47 - SE12,0.8482232911519797
NO79 - DK63,0.8481573348107295
NL60 - BG85,0.8475350370873613
SK82 - GR19,0.8474489560776957
NO60 - FR76,0.8473702211003735
SE26 - RS11,0.8471818029028102
EE50 - NL83,0.8471578932097228
BE23 - FI01,0.8470066055266976
BE87 - EE11,0.8469490899216385
IT13 - LV10,0.846844620632691
DE97 - LV10,0.8466659465006234
ES30 - DE32,0.8465576967315659
SI60 - LV10,0.8465504767072562
LT21 - FR79,0.8465296293229276
ES28 - DE51,0.8463594111334183
DE24 - FR63,0.8460668113492651
LVLV - RO07,0.8459920207613753
FR51 - PT20,0.8458168514687757
BE75 - EE75,0.8458124486392985
BE85 - LV21,0.8456007326883102
NO46 - NO80,0.8454973942917337
ES15 - DK63,0.8454835821770429
IT10 - LV21,0.8452788945323114
GBNE - ES28,0.8451223903687985
ES94 - PL62,0.8450492271430258
IT75 - SE25,0.8449343947616033
IT51 - DE30,0.8449320248786173
IT38 - GBLE,0.8448822096123755
LV33 - FR62,0.8447828802722048
HU23 - ES22,0.8444190715331298
PL05 - IT26,0.8444158832437809
NO72 - LT53,0.8443978531874022
NL19 - NO60,0.8443082198448232
DE23 - ES28,0.8442448963092901
NL53 - HU20,0.8441808919094884
ES30 - DE23,0.8441521298880564
ES08 - HU40,0.8441019238819001
LU53 - ES28,0.8440808178997823
FR14 - HU20,0.8440415501036697
DE79 - RO08,0.8437936147630782
LV21 - FR49,0.8437346451230465
NL30 - AT25,0.8437014251152479
IT37 - GBSO,0.8436487633265553
SE30 - NO95,0.8434680484365316
FI49 - NL14,0.8433464702398914
DK83 - NO80,0.8432594988333113
IT40 - GBWA,0.8429382209836034
DE21 - PT02,0.8428725670732093
LU53 - DE85,0.8428522935029761
ES30 - PL51,0.842851852087791
NO64 - GBTW,0.8428408223824753
IT20 - DE06,0.84259445265009
IT50 - GBMK,0.8424867788982082
SE30 - NO93,0.8423453196210492
LVLV - NL26,0.8422442527358349
SE26 - NO80,0.842218181220632
SE30 - NO84,0.8418654834457497
FR67 - LV30,0.8418485862003917
NO88 - LT53,0.8418069908397524
NO64 - FR62,0.8414911411754586
NO94 - DK60,0.8413993849856015
NO90 - NO43,0.8413519936477616
ES04 - DE65,0.8413467480522568
SE97 - DK26,0.8413106149985655
FI33 - NL59,0.8412018939831858
IT37 - NO13,0.8408753068557998
NO87 - LT60,0.8408224382040815
DK67 - NO85,0.8406988218451863
DK70 - ES30,0.8404925932616352
CH68 - GBWV,0.8403378480196053
NL44 - EE75,0.8402684333296315
NL49 - EE74,0.8402116246222653
GBWN - ES45,0.8401830693628247
NL76 - NO67,0.8397132652461261
SE98 - DK86,0.839640086757588
LV32 - RO20,0.8395764108478052
DE49 - ES27,0.8395556717998426
LV32 - FR62,0.839471608322282
NL14 - FI49,0.839418532891434
NO21 - NO90,0.8393194178476924
EE75 - NL83,0.8393144180043809
DE23 - ES12,0.8392953907199641
ES04 - DE23,0.839282279993959
NO99 - NO10,0.8392808488583298
DE53 - EE11,0.8387495612826289
FR30 - HU21,0.8385388145060051
NO88 - NL83,0.838369039876167
IT31 - LV10,0.8382185473352973
IT12 - GR19,0.8380058189429443
FR77 - SE14,0.8378005857969141
DK71 - EE11,0.8375413637507936
NO91 - DK63,0.8375311912901878
DE91 - EE50,0.8373566669529935
ES08 - DK26,0.8373497586812279
NL39 - SE11,0.8373234702397214
IT43 - GBM4,0.8371782968983377
LT94 - RO07,0.8371618185731344
FR59 - EE10,0.8370187306696737
IT21 - FR27,0.8369354084620744
IT04 - NL11,0.836929358416569
IT31 - NO06,0.8368408755749062
DE48 - DE89,0.8368206212841396
LVLV - BE30,0.836710975938507
NL73 - EE75,0.836579402529235
NO20 - FR56,0.836501134837833
LVLV - IT45,0.83617617450748
IT - NO,0.8358838477858169
NO84 - LT95,0.8356067118328512
NL83 - EE50,0.8355409845770962
NO80 - DK63,0.8355390391582054
IT34 - DK46,0.8355084256365557
ES31 - GBDN,0.8354863084265535
ES11 - NL26,0.8348850508277648
NL31 - EE11,0.8348479261204618
SI52 - SE30,0.8346781157485703
DE27 - ES45,0.8346757843148488
NO60 - FR94,0.8346214652285497
EE65 - IT36,0.8346107734162358
DK70 - ES47,0.8345948765449207
DE67 - EE10,0.8344940819134735
NO72 - BE80,0.8344893815631533
FR - LV,0.8343481413757832
BE89 - EE12,0.8342730611331854
EE11 - DE77,0.8342578091235222
PL62 - ES08,0.8342007812389902
NO96 - LV21,0.8341463685567451
SE72 - NO95,0.8340575249549034
DK70 - IT84,0.8339598400127239
HU21 - SE13,0.8338299180715013
SE30 - NO94,0.8338245965393692
CZ74 - FI04,0.8337658375775536
DE49 - ES16,0.8337321000855717
NL58 - IT00,0.833699545250223
FR66 - PL96,0.8336335666630237
IT44 - LV10,0.8336193240526599
NO60 - NL83,0.8335806133245554
ES30 - NL48,0.8334761321738644
NO94 - DK63,0.8334434612374348
SE30 - NO83,0.8332584507638662
DE33 - FI33,0.8331349104051139
LVLV - IT39,0.8330420408050652
LVLV - RS24,0.832846461060093
DK - RO,0.8326779521123536
NL40 - LV37,0.8326709304736286
ES46 - NL47,0.8326558097935407
LV37 - NL63,0.8325798767773925
IT70 - SE25,0.8325639738836125
NO64 - NL38,0.832472971466084
NO20 - IT00,0.8324144472747808
NO20 - IT30,0.8319858066437551
LV21 - FR76,0.8319613379802597
IT03 - DE27,0.8316681259549455
NL96 - IT72,0.8315578961451209
ES30 - NL54,0.831539887573667
DE27 - ES11,0.8314988757453696
DE59 - EE10,0.831311384403034
DE26 - ES14,0.8313088769233964
DE25 - ES30,0.8311488996090265
NL30 - EE61,0.8311121830372941
FR21 - NOq,0.8309401438786458
NO72 - FR94,0.8308452658596213
NL14 - FI01,0.8306065026660306
LV10 - NL32,0.8304998260836745
SE93 - DK63,0.8302340179587577
IT14 - LV10,0.8301663216765575
NL56 - LV21,0.8301529983307119
FR82 - LV10,0.8301518351785451
IT20 - LV10,0.8301343732920897
HU10 - FR28,0.8301340093702347
FR77 - NO14,0.8299613480013263
FR40 - GBKY,0.8299075094863833
IT37 - SE12,0.8296694289213153
LV45 - FR62,0.8296357043647661
NO41 - FR76,0.8295792432427309
NO79 - FR62,0.8295731257669763
NL99 - FI49,0.8293760302853953
EE61 - IT26,0.8292279627849317
FR51 - NO06,0.8289572311022604
ES30 - DE55,0.8289013317911041
ES46 - PL65,0.8288537572606357
IT40 - GBSN,0.8287865239122814
IT24 - LT65,0.8287269985764605
NL - FI,0.8286394871814513
NL73 - EE50,0.8285759200140808
IT67 - SE25,0.8284802017662464
ES30 - DE22,0.8284506419526882
ES21 - NL69,0.8283623001453098
EE - BE,0.8283414388564151
IT25 - GBB1,0.8281886020142971
DE64 - EE76,0.8281568224273125
LT02 - IT17,0.8278781231927539
FR14 - PL05,0.8276895386955172
NO72 - PL17,0.8276321535302879
EE76 - BE28,0.8276040407357016
LV48 - IT45,0.8275367419532424
NL71 - EE50,0.827531676429984
GR19 - DE93,0.8272012468244405
IT35 - LT02,0.8269835633391323
ES26 - NL30,0.8269477145482413
NO99 - NO20,0.8263859805509641
LVLV - SI60,0.8262730507453515
LV36 - IT20,0.8261701492463562
BE46 - EE72,0.8261635670166766
DE23 - ES30,0.8260165730419229
DK69 - IT85,0.8259920477169633
EE87 - NL59,0.8258867375338637
LV42 - IT24,0.8257579373809083
DE65 - ES41,0.8255601962473424
IT03 - SE35,0.8255056965966894
LT79 - IT17,0.825467895870415
DE45 - GR40,0.8254169058430547
LT82 - IT25,0.8252379008014163
BE24 - IT00,0.8251515993395155
NO67 - LV10,0.8251097836714777
ES18 - BE35,0.8249384974510703
LT52 - FR60,0.824903169026705
BE90 - EE75,0.8248151754174071
NO20 - GBDN,0.8247660883976289
ES - DK,0.8246758023549191
NO83 - SE60,0.8246460467980639
NO90 - LV21,0.8244430196887835
NL45 - EE41,0.8243523768988872
PL99 - RO07,0.8237000352447797
IT59 - GBPR,0.8236305945268726
ES41 - DE68,0.8235264329837785
IT80 - DK74,0.8234683492430748
BE20 - FI01,0.8234592799892784
ES16 - NL34,0.8234075672813588
FR82 - LVLV,0.8231783259723902
IT37 - NO32,0.8229508920951774
NL13 - NO20,0.8228894682612922
LT - FR,0.8228521625140838
IT40 - LV10,0.8228124469999456
NL72 - GBPA,0.822660670984708
LU - FI,0.8226247085820922
NL19 - EE50,0.822510338819465
DE74 - FI14,0.8224733735839349
LV42 - DE89,0.8224408315910317
SE21 - NO90,0.8224361177986339
DK - ES,0.8224110457570476
